work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2023,Senior,Full-time,Data Architect,168100,USD,168100,US,Full-Remote,US,MEDIUM,Data Architecture,168100.0
2023,Senior,Full-time,Data Engineer,193500,USD,193500,US,Full-Remote,US,MEDIUM,Data Engineering,193500.0
2023,Senior,Full-time,Data Engineer,139000,USD,139000,US,Full-Remote,US,MEDIUM,Data Engineering,139000.0
2023,Mid/Intermediate level,Full-time,Data Scientist,510000,HKD,65062,HK,On-Site,HK,LARGE,Data Science,65062.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,PT,Full-Remote,US,MEDIUM,Machine Learning,150000.0
2023,Mid/Intermediate level,Full-time,Applied Machine Learning Engineer,65000,EUR,69751,IN,Full-Remote,DE,SMALL,Other,69751.0
2022,Entry level,Full-time,AI Developer,300000,USD,300000,IN,Half-Remote,IN,LARGE,Other,334516.5
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,90000,EUR,96578,NL,Full-Remote,NL,LARGE,Machine Learning,96578.0
2023,Senior,Full-time,Business Intelligence Engineer,185900,USD,185900,US,On-Site,US,MEDIUM,Data Engineering,185900.0
2023,Senior,Full-time,Business Intelligence Engineer,129300,USD,129300,US,On-Site,US,MEDIUM,Data Engineering,129300.0
2023,Senior,Full-time,Data Engineer,225000,USD,225000,US,Full-Remote,US,MEDIUM,Data Engineering,225000.0
2023,Senior,Full-time,Data Engineer,175000,USD,175000,US,Full-Remote,US,MEDIUM,Data Engineering,175000.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,On-Site,US,MEDIUM,Data Engineering,185000.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,Data Engineering,140000.0
2023,Senior,Full-time,Data Scientist,45000,EUR,48289,ES,On-Site,ES,MEDIUM,Data Science,48289.0
2023,Senior,Full-time,Data Scientist,36000,EUR,38631,ES,On-Site,ES,MEDIUM,Data Science,38631.0
2023,Senior,Full-time,Data Scientist,105000,USD,105000,US,On-Site,US,MEDIUM,Data Science,105000.0
2023,Senior,Full-time,Data Scientist,70000,USD,70000,US,On-Site,US,MEDIUM,Data Science,70000.0
2023,Entry level,Full-time,Machine Learning Engineer,163196,USD,163196,US,On-Site,US,MEDIUM,Machine Learning,163196.0
2023,Entry level,Full-time,Machine Learning Engineer,145885,USD,145885,US,On-Site,US,MEDIUM,Machine Learning,145885.0
2023,Senior,Full-time,Data Engineer,217000,USD,217000,US,Full-Remote,US,MEDIUM,Data Engineering,217000.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,Full-Remote,US,MEDIUM,Data Engineering,185000.0
2023,Senior,Full-time,Data Analyst,202800,USD,202800,US,On-Site,US,LARGE,Data Engineering,202800.0
2023,Senior,Full-time,Data Analyst,104300,USD,104300,US,On-Site,US,LARGE,Data Engineering,104300.0
2023,Senior,Full-time,Data Analyst,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Senior,Full-time,Data Analyst,65000,USD,65000,US,On-Site,US,MEDIUM,Data Engineering,65000.0
2023,Senior,Full-time,Data Engineer,165000,USD,165000,US,On-Site,US,MEDIUM,Data Engineering,165000.0
2023,Senior,Full-time,Data Engineer,132300,USD,132300,US,On-Site,US,MEDIUM,Data Engineering,132300.0
2023,Senior,Full-time,Data Engineer,179170,USD,179170,US,On-Site,US,MEDIUM,Data Engineering,179170.0
2023,Senior,Full-time,Data Engineer,94300,USD,94300,US,On-Site,US,MEDIUM,Data Engineering,94300.0
2023,Senior,Full-time,Analytics Engineer,152500,USD,152500,US,On-Site,US,MEDIUM,Data Engineering,152500.0
2023,Senior,Full-time,Analytics Engineer,116450,USD,116450,US,On-Site,US,MEDIUM,Data Engineering,116450.0
2023,Senior,Full-time,Data Engineer,247300,USD,247300,US,On-Site,US,MEDIUM,Data Engineering,247300.0
2023,Senior,Full-time,Data Engineer,133800,USD,133800,US,On-Site,US,MEDIUM,Data Engineering,133800.0
2023,Senior,Full-time,Research Engineer,203000,USD,203000,US,On-Site,US,MEDIUM,Other,203000.0
2023,Senior,Full-time,Research Engineer,133000,USD,133000,US,On-Site,US,MEDIUM,Other,133000.0
2023,Entry level,Full-time,Research Scientist,220000,USD,220000,US,Half-Remote,US,LARGE,Data Science,220000.0
2022,Entry level,Full-time,Machine Learning Engineer,54000,CHF,56536,CH,Full-Remote,CH,SMALL,Machine Learning,63664.05888
2023,Senior,Full-time,Data Scientist,150000,USD,150000,US,On-Site,US,MEDIUM,Data Science,150000.0
2023,Senior,Full-time,Data Scientist,120000,USD,120000,US,On-Site,US,MEDIUM,Data Science,120000.0
2023,Senior,Full-time,Analytics Engineer,289800,USD,289800,US,On-Site,US,MEDIUM,Data Engineering,289800.0
2023,Senior,Full-time,Analytics Engineer,214000,USD,214000,US,On-Site,US,MEDIUM,Data Engineering,214000.0
2023,Senior,Full-time,Analytics Engineer,179820,USD,179820,US,On-Site,US,MEDIUM,Data Engineering,179820.0
2023,Senior,Full-time,Analytics Engineer,143860,USD,143860,US,On-Site,US,MEDIUM,Data Engineering,143860.0
2023,Senior,Full-time,Machine Learning Engineer,283200,USD,283200,US,Full-Remote,US,MEDIUM,Machine Learning,283200.0
2023,Senior,Full-time,Machine Learning Engineer,188800,USD,188800,US,Full-Remote,US,MEDIUM,Machine Learning,188800.0
2023,Senior,Full-time,Analytics Engineer,289800,USD,289800,US,On-Site,US,MEDIUM,Data Engineering,289800.0
2023,Senior,Full-time,Analytics Engineer,214200,USD,214200,US,On-Site,US,MEDIUM,Data Engineering,214200.0
2023,Senior,Full-time,Data Engineer,185900,USD,185900,US,On-Site,US,MEDIUM,Data Engineering,185900.0
2023,Senior,Full-time,Data Engineer,129300,USD,129300,US,On-Site,US,MEDIUM,Data Engineering,129300.0
2023,Senior,Full-time,Data Engineer,252000,USD,252000,US,On-Site,US,MEDIUM,Data Engineering,252000.0
2023,Senior,Full-time,Data Engineer,129000,USD,129000,US,On-Site,US,MEDIUM,Data Engineering,129000.0
2023,Mid/Intermediate level,Full-time,Data Analytics Manager,155000,USD,155000,US,On-Site,US,MEDIUM,Management,155000.0
2023,Mid/Intermediate level,Full-time,Data Analytics Manager,140000,USD,140000,US,On-Site,US,MEDIUM,Management,140000.0
2023,Senior,Full-time,Data Engineer,161800,USD,161800,US,Full-Remote,US,MEDIUM,Data Engineering,161800.0
2023,Senior,Full-time,Data Engineer,141600,USD,141600,US,Full-Remote,US,MEDIUM,Data Engineering,141600.0
2023,Senior,Full-time,Machine Learning Engineer,342300,USD,342300,US,On-Site,US,LARGE,Machine Learning,342300.0
2023,Senior,Full-time,Machine Learning Engineer,176100,USD,176100,US,On-Site,US,LARGE,Machine Learning,176100.0
2023,Mid/Intermediate level,Full-time,Data Engineer,100000,USD,100000,US,Full-Remote,US,MEDIUM,Data Engineering,100000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,70000,USD,70000,US,Full-Remote,US,MEDIUM,Data Engineering,70000.0
2023,Entry level,Full-time,Data Engineer,85000,USD,85000,US,On-Site,US,MEDIUM,Data Engineering,85000.0
2023,Entry level,Full-time,Data Engineer,65000,USD,65000,US,On-Site,US,MEDIUM,Data Engineering,65000.0
2023,Senior,Full-time,Data Scientist,138784,USD,138784,US,Full-Remote,US,MEDIUM,Data Science,138784.0
2023,Senior,Full-time,Data Scientist,83270,USD,83270,US,Full-Remote,US,MEDIUM,Data Science,83270.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,On-Site,US,MEDIUM,Data Engineering,75000.0
2023,Entry level,Full-time,Data Analyst,70000,USD,70000,US,On-Site,US,MEDIUM,Data Engineering,70000.0
2023,Senior,Full-time,Data Analyst,204500,USD,204500,US,On-Site,US,MEDIUM,Data Engineering,204500.0
2023,Senior,Full-time,Data Analyst,138900,USD,138900,US,On-Site,US,MEDIUM,Data Engineering,138900.0
2023,Senior,Full-time,Machine Learning Engineer,318300,USD,318300,US,Full-Remote,US,MEDIUM,Machine Learning,318300.0
2023,Senior,Full-time,Machine Learning Engineer,212200,USD,212200,US,Full-Remote,US,MEDIUM,Machine Learning,212200.0
2023,Senior,Full-time,Data Engineer,95000,USD,95000,US,Full-Remote,US,MEDIUM,Data Engineering,95000.0
2023,Senior,Full-time,Data Engineer,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Senior,Full-time,Data Scientist,195000,USD,195000,US,On-Site,US,MEDIUM,Data Science,195000.0
2023,Senior,Full-time,Data Scientist,160000,USD,160000,US,On-Site,US,MEDIUM,Data Science,160000.0
2023,Senior,Full-time,Analytics Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,Data Engineering,230000.0
2023,Senior,Full-time,Analytics Engineer,143200,USD,143200,US,On-Site,US,MEDIUM,Data Engineering,143200.0
2023,Mid/Intermediate level,Full-time,Data Engineer,100000,USD,100000,US,Full-Remote,US,MEDIUM,Data Engineering,100000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,70000,USD,70000,US,Full-Remote,US,MEDIUM,Data Engineering,70000.0
2023,Mid/Intermediate level,Full-time,Business Data Analyst,105000,USD,105000,US,Half-Remote,US,LARGE,Data Engineering,105000.0
2023,Mid/Intermediate level,Full-time,Applied Data Scientist,1700000,INR,20670,IN,Full-Remote,IN,LARGE,Other,20670.0
2023,Mid/Intermediate level,Full-time,Data Analyst,38000,GBP,46178,GB,On-Site,GB,MEDIUM,Data Engineering,46178.0
2023,Mid/Intermediate level,Full-time,Data Analyst,35000,GBP,42533,GB,On-Site,GB,MEDIUM,Data Engineering,42533.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,Data Engineering,115000.0
2023,Senior,Full-time,Data Analyst,168400,USD,168400,US,On-Site,US,MEDIUM,Data Engineering,168400.0
2023,Senior,Full-time,Data Analyst,105200,USD,105200,US,On-Site,US,MEDIUM,Data Engineering,105200.0
2023,Senior,Full-time,Applied Scientist,309400,USD,309400,US,On-Site,US,LARGE,Data Science,309400.0
2023,Senior,Full-time,Applied Scientist,159100,USD,159100,US,On-Site,US,LARGE,Data Science,159100.0
2023,Senior,Full-time,Machine Learning Engineer,190000,USD,190000,US,On-Site,US,MEDIUM,Machine Learning,190000.0
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,US,On-Site,US,MEDIUM,Machine Learning,150000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,162500,USD,162500,US,On-Site,US,MEDIUM,Data Engineering,162500.0
2023,Mid/Intermediate level,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,Data Engineering,130000.0
2023,Senior,Full-time,Analytics Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,Data Engineering,150000.0
2023,Senior,Full-time,Analytics Engineer,120000,USD,120000,US,Full-Remote,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Senior,Full-time,Data Engineer,120000,USD,120000,US,On-Site,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Applied Scientist,222200,USD,222200,US,On-Site,US,LARGE,Data Science,222200.0
2023,Senior,Full-time,Applied Scientist,136000,USD,136000,US,On-Site,US,LARGE,Data Science,136000.0
2023,Senior,Full-time,Data Analyst,45000,GBP,54685,CF,Full-Remote,CF,MEDIUM,Data Engineering,54685.0
2023,Senior,Full-time,Data Analyst,35000,GBP,42533,CF,Full-Remote,CF,MEDIUM,Data Engineering,42533.0
2023,Senior,Full-time,Data Engineer,241000,USD,241000,US,On-Site,US,MEDIUM,Data Engineering,241000.0
2023,Senior,Full-time,Data Engineer,155000,USD,155000,US,On-Site,US,MEDIUM,Data Engineering,155000.0
2023,Senior,Full-time,Data Engineer,220000,USD,220000,US,Full-Remote,US,MEDIUM,Data Engineering,220000.0
2023,Senior,Full-time,Data Engineer,190000,USD,190000,US,Full-Remote,US,MEDIUM,Data Engineering,190000.0
2023,Mid/Intermediate level,Full-time,Data Scientist,55000,GBP,66837,GB,On-Site,GB,MEDIUM,Data Science,66837.0
2023,Mid/Intermediate level,Full-time,Data Scientist,45000,GBP,54685,GB,On-Site,GB,MEDIUM,Data Science,54685.0
2020,Executive level,Full-time,Staff Data Analyst,15000,USD,15000,NG,On-Site,CA,MEDIUM,Other,17238.01375041975
2023,Mid/Intermediate level,Full-time,ETL Engineer,70000,GBP,85066,GB,Full-Remote,GB,MEDIUM,Other,85066.0
2023,Mid/Intermediate level,Full-time,ETL Engineer,47500,GBP,57723,GB,Full-Remote,GB,MEDIUM,Other,57723.0
2023,Entry level,Full-time,Data Analyst,85000,USD,85000,US,Full-Remote,US,MEDIUM,Data Engineering,85000.0
2023,Entry level,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Senior,Full-time,Data Engineer,160000,USD,160000,US,On-Site,US,MEDIUM,Data Engineering,160000.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,Data Engineering,140000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,300000,USD,300000,US,On-Site,US,MEDIUM,Machine Learning,300000.0
2023,Mid/Intermediate level,Full-time,Machine Learning Engineer,250000,USD,250000,US,On-Site,US,MEDIUM,Machine Learning,250000.0
2023,Senior,Full-time,Data Scientist,228000,USD,228000,US,On-Site,US,MEDIUM,Data Science,228000.0
2023,Senior,Full-time,Data Scientist,186000,USD,186000,US,On-Site,US,MEDIUM,Data Science,186000.0
2023,Senior,Full-time,Data Scientist,190000,USD,190000,US,On-Site,US,MEDIUM,Data Science,190000.0
2023,Senior,Full-time,Data Scientist,170000,USD,170000,US,On-Site,US,MEDIUM,Data Science,170000.0
2023,Mid/Intermediate level,Full-time,Research Engineer,230000,USD,230000,US,On-Site,US,MEDIUM,Other,230000.0
2023,Mid/Intermediate level,Full-time,Research Engineer,200000,USD,200000,US,On-Site,US,MEDIUM,Other,200000.0
2023,Senior,Full-time,Data Architect,180000,USD,180000,US,Full-Remote,US,MEDIUM,Data Architecture,180000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,Data Architecture,115000.0
2023,Senior,Full-time,Data Architect,200000,USD,200000,US,Full-Remote,US,MEDIUM,Data Architecture,200000.0
2023,Senior,Full-time,Data Architect,115000,USD,115000,US,Full-Remote,US,MEDIUM,Data Architecture,115000.0
2023,Senior,Full-time,Data DevOps Engineer,50000,EUR,53654,FR,Half-Remote,FR,SMALL,Other,53654.0
2023,Executive level,Full-time,Data Engineer,220000,USD,220000,US,On-Site,US,MEDIUM,Data Engineering,220000.0
2023,Executive level,Full-time,Data Engineer,205000,USD,205000,US,On-Site,US,MEDIUM,Data Engineering,205000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,180000,USD,180000,US,On-Site,US,MEDIUM,Data Engineering,180000.0
2023,Mid/Intermediate level,Full-time,Data Engineer,130000,USD,130000,US,On-Site,US,MEDIUM,Data Engineering,130000.0
2023,Senior,Full-time,Data Engineer,200000,USD,200000,US,Full-Remote,US,MEDIUM,Data Engineering,200000.0
2023,Senior,Full-time,Data Engineer,150000,USD,150000,US,Full-Remote,US,MEDIUM,Data Engineering,150000.0
2023,Senior,Full-time,Computer Vision Engineer,215000,USD,215000,US,On-Site,US,MEDIUM,Other,215000.0
2023,Senior,Full-time,Computer Vision Engineer,170000,USD,170000,US,On-Site,US,MEDIUM,Other,170000.0
2023,Senior,Full-time,Machine Learning Engineer,247500,USD,247500,US,On-Site,US,MEDIUM,Machine Learning,247500.0
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,US,On-Site,US,MEDIUM,Machine Learning,172200.0
2023,Senior,Full-time,Data Scientist,224000,USD,224000,CA,On-Site,CA,MEDIUM,Data Science,224000.0
2023,Senior,Full-time,Data Scientist,176000,USD,176000,CA,On-Site,CA,MEDIUM,Data Science,176000.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,Full-Remote,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Data Analyst,75000,USD,75000,US,Full-Remote,US,MEDIUM,Data Engineering,75000.0
2023,Entry level,Full-time,Data Engineer,1400000,INR,17022,IN,Full-Remote,IN,LARGE,Data Engineering,17022.0
2023,Senior,Full-time,Applied Data Scientist,100000,AUD,68318,AU,Full-Remote,FI,MEDIUM,Other,68318.0
2023,Mid/Intermediate level,Full-time,AI Developer,100000,SGD,75020,FI,On-Site,FI,MEDIUM,Other,75020.0
2023,Senior,Full-time,Data Analyst,140000,USD,140000,US,On-Site,US,MEDIUM,Data Engineering,140000.0
2023,Senior,Full-time,Data Analyst,120000,USD,120000,US,On-Site,US,MEDIUM,Data Engineering,120000.0
2023,Senior,Full-time,Data Engineer,128000,USD,128000,US,On-Site,US,MEDIUM,Data Engineering,128000.0
2023,Senior,Full-time,Data Engineer,81500,USD,81500,US,On-Site,US,MEDIUM,Data Engineering,81500.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Senior,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,Data Engineering,115000.0
2023,Senior,Full-time,Data Engineer,185000,USD,185000,US,On-Site,US,MEDIUM,Data Engineering,185000.0
2023,Senior,Full-time,Data Engineer,140000,USD,140000,US,On-Site,US,MEDIUM,Data Engineering,140000.0
2023,Executive level,Full-time,Head of Data,329500,USD,329500,US,On-Site,US,MEDIUM,Other,329500.0
2023,Executive level,Full-time,Head of Data,269600,USD,269600,US,On-Site,US,MEDIUM,Other,269600.0
2023,Senior,Full-time,Data Quality Analyst,100000,USD,100000,US,On-Site,US,MEDIUM,Other,100000.0
2023,Senior,Full-time,Data Quality Analyst,80000,USD,80000,US,On-Site,US,MEDIUM,Other,80000.0
2023,Senior,Full-time,Data Scientist,250000,USD,250000,US,On-Site,US,MEDIUM,Data Science,250000.0
2023,Senior,Full-time,Data Scientist,162500,USD,162500,US,On-Site,US,MEDIUM,Data Science,162500.0
2023,Mid/Intermediate level,Full-time,AI Developer,200000,USD,200000,US,Full-Remote,US,MEDIUM,Other,200000.0
2023,Senior,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Senior,Full-time,Data Engineer,100000,USD,100000,US,On-Site,US,MEDIUM,Data Engineering,100000.0
2023,Executive level,Full-time,Data Engineer,145000,USD,145000,US,On-Site,US,MEDIUM,Data Engineering,145000.0
2023,Executive level,Full-time,Data Engineer,115000,USD,115000,US,On-Site,US,MEDIUM,Data Engineering,115000.0
2023,Senior,Full-time,Data Scientist,203500,USD,203500,US,On-Site,US,MEDIUM,Data Science,203500.0
